user,duration,press_press_latency,release_press_latency,press_pressure,press_touch_major,press_touch_minor,press_x,press_y,press_x_acceleration,press_y_acceleration,press_z_acceleration,press_x_rotation,press_y_rotation,press_z_rotation,release_pressure,release_touch_major,release_touch_minor,release_x,release_y,release_x_acceleration,release_y_acceleration,release_z_acceleration,release_x_rotation,release_y_rotation,release_z_rotation
76,66.54545455,415.9,348.6,0.588636364,140.4967273,134.6718182,545.8181818,1467.090909,0.128954545,7.424872727,5.594372727,0.4138,0.073963636,0.172609091,0.579545455,131.7593636,131.7593636,545.3636364,1475.181818,0.118836364,7.397036364,6.283190909,0.413472727,0.073963636,0.172809091
76,70.45454545,256.4,183.9,0.611363636,143.4091818,149.2340909,529.1818182,1449.818182,0.275,7.570181818,5.418036364,0.427009091,0.058790909,0.150936364,0.590909091,143.4091818,143.4091818,528.6363636,1439.727273,0.212909091,7.5522,6.194336364,0.427109091,0.057581818,0.149954545
77,83.81818182,449.6,366.6,0.585227273,137.5842727,128.8469091,495.7272727,1432,-0.068681818,6.093009091,6.483427273,0.369309091,0.082754545,0.032872727,0.561363636,128.8469091,128.8469091,494.4545455,1432.090909,0.072963636,6.349790909,7.132927273,0.351263636,0.070363636,0.016663636
77,78.09090909,270.6,196.4,0.602272727,137.5842727,149.2340909,489.5454545,1445.818182,-1.342881818,6.072209091,6.624590909,0.409663636,0.130027273,-0.100290909,0.5625,131.7593636,131.7593636,491.1818182,1451.363636,-0.953072727,6.518872727,6.9422,0.413563636,0.131981818,-0.0924
77,81.63636364,368.1,288.3,0.596590909,152.1465455,146.3216364,487.6363636,1443.909091,-0.867763636,6.254636364,6.439627273,0.385245455,0.114336364,-0.013618182,0.553409091,128.8469091,128.8469091,487.4545455,1434.818182,-0.676609091,6.546590909,7.167563636,0.383145455,0.113318182,-0.022018182
78,50.90909091,405.1,350,0.565909091,146.3216364,143.4091818,508,1443.909091,-0.082554545,3.1564,7.891636364,0.000109091,0.078890909,0.447381818,0.55,131.7593636,131.7593636,507.7272727,1450.909091,-0.114518182,3.178763636,8.662318182,-0.000636364,0.076572727,0.447636364
78,52.18181818,437.4,383.3,0.586363636,137.5842727,134.6718182,510.1818182,1458.181818,-0.390036364,3.970554545,7.501409091,0.151781818,-0.157872727,-0.760227273,0.584090909,134.6718182,134.6718182,510.1818182,1458.090909,-0.333109091,3.978918182,8.356054545,0.151709091,-0.157527273,-0.760418182
78,64.09090909,691.3,627.5,0.584090909,128.8469091,131.7593636,509.9090909,1460.909091,-0.1307,3.9581,7.659645455,0.042827273,-0.213345455,-0.964163636,0.564772727,128.8469091,128.8469091,509.8181818,1458.545455,-0.131145455,3.975890909,8.533563636,0.042336364,-0.214227273,-0.964172727
79,61.09090909,383.4,322,0.598863636,143.4091818,152.1465455,548.8181818,1447.454545,-0.269,0.194272727,8.130581818,0.009845455,0.012818182,-0.045618182,0.519318182,128.8469091,128.8469091,546.3636364,1436,-0.372954545,0.177145455,8.919645455,0.009690909,0.012845455,-0.045754545
79,82,327,245.3,0.552272727,140.4967273,120.1095545,531.4545455,1447.363636,-0.006554545,0.298918182,8.549890909,0.015618182,-0.001663636,-0.008063636,0.5125,111.3722182,111.3722182,530.5454545,1454,-0.055454545,0.263327273,9.367790909,0.015418182,-0.002527273,-0.008454545
79,68.81818182,311.9,241.2,0.544318182,117.1971091,120.1095545,519.2727273,1448.727273,-0.004490909,0.294318182,8.559754545,0.0136,-0.005472727,-0.013227273,0.495454545,111.3722182,111.3722182,518.5454545,1447.818182,-0.013518182,0.316881818,9.148081818,0.013763636,-0.0053,-0.013563636
80,75.09090909,224.5,150.4,0.563636364,120.1095545,117.1971091,512.3636364,1453.636364,0.486545455,8.401618182,4.122918182,0.053227273,-0.506681818,-0.849190909,0.55,117.1971091,117.1971091,512.0909091,1459.272727,0.582754545,8.530118182,5.0317,0.053272727,-0.506945455,-0.849045455
80,70.45454545,219.5,148.7,0.568181818,120.1095545,123.022,512.2727273,1455,0.532936364,8.462636364,4.259218182,0.049927273,-0.508590909,-0.848645455,0.539772727,120.1095545,120.1095545,512.0909091,1439.181818,0.6385,8.579336364,5.067627273,0.051118182,-0.508136364,-0.848772727
80,75.18181818,248.2,174.8,0.567045455,125.9344636,123.0220182,516.5454545,1439.181818,0.442645455,8.518027273,4.166309091,0.049645455,-0.514,-0.846554545,0.567045455,123.0220182,123.0220182,516.5454545,1447.090909,0.496272727,8.502872727,4.809709091,0.047536364,-0.512909091,-0.847281818
